[IMOBHM+Helvetica]|||12.0|||149.76001|||265.0698|||Elana Granston |||350.2505187988281|||12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,|||265.0698,272.9658,275.5218,282.0858,288.64978,295.21378,298.44656,307.56656,311.46655,318.03055,324.59454,330.55853,333.78653,340.35052,346.91452, 
[IMOBHM+Helvetica]|||9.0|||162.0|||253.4206|||Cutting Edge Consulting |||361.31622314453125|||9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,|||253.4206,260.469,265.88394,268.5634,271.24283,273.37122,278.83536,284.27982,286.9612,293.4684,298.88336,304.2983,309.71326,312.39465,319.44305,324.858,330.32214,335.27463,340.68958,342.81796,345.4974,347.6258,353.08994,358.5807, 
[IMOBHM+Helvetica]|||9.0|||173.99493|||225.81941|||cuttingedgeconsulting@outlook.com |||388.8978271484375|||9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,|||225.81941,230.79845,236.32852,239.12308,241.91763,244.16115,249.69122,255.2213,260.75137,266.28146,271.81155,277.34164,282.32068,287.85077,293.38086,298.4386,303.9687,306.21222,309.00677,311.2503,316.7804,322.3105,332.46536,337.99545,343.52554,346.3201,348.56363,354.09372,359.6238,364.60284,367.3974,372.37643,377.90652,386.1623, 
[IMOBHM+Helvetica]|||9.0|||185.98987|||305.99573||| |||308.73126220703125|||9.0,|||305.99573, 
[IMOBHM+Helvetica]|||12.0|||149.76001|||405.5564|||Alexander V. Veidenbaum |||545.7813110351562|||12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,|||405.5564,413.45,416.0036,422.56522,428.4548,435.01642,441.57803,448.13965,454.70126,458.58685,461.82446,469.71808,472.94366,476.18127,484.0749,490.6365,493.1901,499.7517,506.31332,512.87494,519.4365,525.9981,532.5597,542.4453, 
[IMOBHM+Helvetica]|||9.0|||162.0|||415.4954|||Dept. of Computer Science |||535.212890625|||9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,|||415.4954,422.55167,427.9745,433.3973,436.08463,438.77194,441.45236,446.87518,449.5625,452.24292,459.2992,464.72202,472.95908,478.4311,483.8539,486.54123,491.96405,495.19257,497.873,504.2995,509.2008,511.33707,516.7599,522.18274,527.0545,532.47736, 
[IMOBHM+Helvetica]|||9.0|||173.99493|||411.99234|||University of California Irvine |||538.729736328125|||9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,|||411.99234,419.12338,424.58163,426.72382,431.6015,437.03024,440.26465,445.2112,447.32388,450.0171,454.89478,457.5752,463.00394,465.69714,468.37756,475.43973,480.86847,483.01065,485.15283,487.84604,493.27478,496.5092,501.93793,504.0801,509.50885,512.1893,514.8825,518.11694,522.9946,525.1368,530.5655,535.9942, 
[IMOBHM+Helvetica]|||9.0|||185.98987|||425.0697|||Irvine, CA 92697-3435 |||525.5765380859375|||9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,|||425.0697,427.77274,431.017,435.90454,438.05655,443.49512,448.9337,451.63672,454.31714,461.38916,467.96918,470.6496,476.08817,481.52673,486.9653,492.40387,497.84244,501.0867,506.52527,511.96384,517.4024,522.841, 
[IMOBHM+Helvetica]|||9.0|||197.9848|||440.23315|||(949)-824-6188 |||510.468994140625|||9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,|||440.23315,443.48724,448.93564,454.38403,459.83243,463.08652,466.3406,471.789,477.2374,482.6858,485.93988,491.38828,496.83667,502.28506,507.73346, 
[IMOBHM+Helvetica]|||9.0|||209.74359|||434.55548|||alexv@ics.uci.edu |||516.1439819335938|||9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,|||434.55548,439.98224,442.12244,447.5492,452.42493,457.30066,467.35223,469.49243,474.36816,479.31277,481.9942,487.42096,492.2967,494.4369,497.12814,502.5549,507.98166,513.40845, 
[IMOBHM+Helvetica]|||12.0|||227.03998|||474.0||| |||477.33599853515625|||12.0,|||474.0, 
[IMOBIN+TimesNewRomanPS-BoldMT]|||12.0|||243.83997|||54.0|||ABSTRACT |||121.5696029663086|||12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,8.0,|||54.0,62.664,70.668,77.34,85.343994,94.007996,102.672,111.336,119.3496, 
[IMOBIO+TimesNewRomanPSMT]|||8.0|||255.11761|||54.00168|||The ideas of compiler-generated prefetching were first proposed |||296.3786315917969|||8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,|||54.00168,59.47975,63.972145,67.967255,71.420685,73.94172,78.43411,82.42922,86.42433,89.931046,93.384476,97.87687,100.8863,104.33973,108.33484,112.82723,119.78827,124.28066,126.8017,129.32272,133.31784,136.32727,139.3367,143.82909,147.8242,152.31659,156.3117,159.32114,163.31625,165.83728,169.8324,174.32478,177.77821,182.2706,185.28003,189.27515,192.28458,196.2797,198.80072,202.79584,207.28822,209.80925,214.30164,218.79402,222.24745,228.71121,232.70633,235.71576,239.71088,243.1643,246.17374,248.69476,251.7042,255.2109,257.73193,261.18536,265.67776,268.6872,273.1796,277.672,282.1644,285.6711,289.66623,294.15863, 
[IMOBIO+TimesNewRomanPSMT]|||8.0|||265.43616|||54.00168|||in the late 80's. Two main research directions were pursued, both |||296.3146667480469|||8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,|||54.00168,56.520935,61.01155,63.86736,66.38661,70.87723,74.87057,77.72637,80.24563,84.23897,86.758224,90.751564,93.60737,98.097984,102.5886,104.23762,107.74255,110.01317,112.86897,118.34527,124.80724,129.29785,132.15366,139.11292,143.10625,145.6255,150.11612,152.97192,155.97958,159.97292,163.47784,167.47118,171.46451,174.47217,178.4655,182.95612,185.81192,190.30254,192.8218,195.82945,199.82278,203.81612,206.33537,208.85463,213.34525,217.83586,221.34079,224.1966,230.65857,234.6519,237.65956,241.6529,244.5087,248.99931,253.48993,256.4976,260.00253,264.49316,268.4865,272.9771,275.24774,278.10355,282.59418,287.08478,289.60403,294.09467, 
[IMOBIO+TimesNewRomanPSMT]|||8.0|||275.7547|||54.00168|||addressed prefetching for loop-based applications containing |||296.3599548339844|||8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,|||54.00168,57.995014,62.48563,66.97624,69.9839,73.97724,77.48218,80.987114,84.98045,89.47107,95.89752,100.38814,103.3958,107.38914,110.39679,114.39013,116.909386,120.902725,125.39334,127.9126,132.40321,136.89383,143.32028,146.32794,150.81856,153.82622,160.25267,162.77193,167.26254,171.75316,176.24377,179.25143,183.76512,187.75845,191.2634,195.25673,199.74734,206.18268,210.17601,214.66663,219.15724,221.6765,224.19576,228.18909,232.18242,234.70168,237.22093,241.71155,246.20216,249.70709,256.14243,260.13577,264.6264,269.117,271.63626,275.6296,278.14886,282.63947,285.15872,289.64935,294.13995, 
[IMOBIO+TimesNewRomanPSMT]|||8.0|||286.07327|||54.00168|||arrays with regular access patterns. Our approach assumed a |||296.2987060546875|||8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,|||54.00168,57.99679,61.006226,64.015656,68.010765,72.50316,76.00987,81.13008,87.593834,90.11487,92.6359,97.128296,102.248505,105.257935,109.253044,113.74544,118.23783,120.758865,124.753975,127.763405,132.8836,136.87872,140.87384,144.86896,148.86407,152.37079,155.8775,160.99771,165.4901,169.48521,172.00624,174.52727,178.52238,181.53181,186.0242,189.47763,191.72337,196.84358,203.30734,207.79973,210.80916,215.92937,219.92448,224.41687,228.90926,231.91869,236.41107,240.40619,244.4013,248.89369,254.0139,258.009,261.51572,265.02243,269.51483,276.47586,280.47098,284.96338,290.0836,294.0787, 
[IMOBIO+TimesNewRomanPSMT]|||8.0|||296.39185|||54.00168|||hardware prefetcher controlled by software and prefetching into a |||296.44073486328125|||8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,|||54.00168,58.494072,62.489185,65.49862,69.99101,76.454765,80.449875,83.459305,87.454414,90.16992,94.662315,97.671745,101.666855,104.676285,108.671394,111.19243,115.18754,119.67993,123.67504,126.68447,129.39998,133.3951,137.88748,142.37987,144.9009,147.91032,152.40271,154.92374,157.44476,161.43988,165.93227,168.64777,173.14015,177.63254,180.34804,183.85475,188.34714,191.35657,193.8776,200.34134,204.33646,207.34589,211.341,214.0565,218.05162,222.544,227.03639,229.75189,234.24428,237.25371,241.24883,244.25826,248.25337,250.7744,254.76952,259.2619,261.78293,266.27533,270.76773,273.48325,276.00427,280.49667,283.0177,287.5101,290.22562,294.22073, 
[IMOBIO+TimesNewRomanPSMT]|||8.0|||306.71042|||54.00168|||separate prefetch buffer and finding the earliest point such a |||296.2373046875|||8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,|||54.00168,57.503952,61.494625,65.982574,69.97324,72.97823,76.9689,79.4855,83.476166,88.38148,92.86943,95.87442,99.86509,102.87008,106.86075,109.37734,113.36801,117.855965,122.76128,127.24923,131.73718,134.74217,137.74716,141.73784,144.74283,149.64815,153.63882,158.12677,162.61472,167.52003,170.52502,173.04161,177.52956,182.0175,184.53409,189.02203,193.50998,198.4153,200.93188,205.41983,209.4105,214.31583,218.3065,222.29718,225.30217,227.81876,230.33534,234.32602,237.8283,240.34488,245.2502,249.73814,254.22609,256.74268,261.23062,263.74722,268.65253,272.1548,276.64273,280.6334,285.12134,290.02664,294.0173, 
[IMOBIO+TimesNewRomanPSMT]|||8.0|||317.26874|||54.00168|||prefetch can possibly be initiated. The other approach proposed to |||296.39727783203125|||8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,|||54.00168,58.493183,61.501728,65.49596,68.5045,72.498726,75.01887,79.01309,83.50459,85.9981,89.992325,93.98655,98.47805,100.97156,105.46306,109.95456,113.46038,116.9662,119.48634,123.977844,126.497986,130.98949,133.48299,137.97449,141.96872,144.46222,146.98236,151.47386,153.994,156.51414,159.03429,163.0285,165.54865,169.54288,174.03438,176.30588,178.79938,184.27657,188.76807,192.7623,195.2558,199.7473,202.26744,206.75894,210.75317,213.76172,216.25522,220.24945,224.74095,229.23245,232.241,236.7325,240.72672,244.72095,249.21245,251.70595,256.19745,259.206,263.6975,268.18903,272.68054,276.18637,280.1806,284.67212,287.16562,289.68576,294.17728, 
[IMOBIO+TimesNewRomanPSMT]|||8.0|||327.5873|||54.00168|||prefetch into a cache using a prefetch instruction. This |||296.4665222167969|||8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,|||54.00168,58.493183,61.501728,65.49596,68.5045,72.498726,75.01887,79.01309,83.50459,91.30923,93.82937,98.32087,100.84101,105.33251,113.137146,117.13137,124.936005,128.93024,132.92447,136.9187,141.4102,145.40442,153.20905,157.70055,161.20638,163.72652,168.21802,172.70952,180.51414,184.50836,192.31299,196.80449,199.81303,203.80725,206.8158,210.81003,213.33017,217.3244,221.8159,229.62053,232.14067,236.63217,240.138,242.65814,245.66669,250.15819,254.1524,256.67255,259.1927,263.6842,268.17572,270.44724,278.25186,283.72903,288.22055,290.7407,294.24652, 
[IMOBIO+TimesNewRomanPSMT]|||8.0|||337.90588|||54.00168|||retrospective examines the decisions made at the time and their |||296.3386535644531|||8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,|||54.00168,57.010223,61.004448,63.524593,66.533134,71.024635,74.53046,79.02196,83.01618,87.01041,89.53055,92.05069,96.54219,100.536415,104.17011,108.16434,112.65584,116.65006,123.61021,126.13035,130.62186,134.61609,138.12192,141.75562,144.27576,148.76726,152.76147,156.39517,160.88667,164.88089,168.87512,171.39526,174.9011,177.34488,181.83638,186.32788,189.83371,193.47006,200.4302,204.42444,208.91594,212.91016,216.54651,220.54074,223.06088,226.69724,229.21738,233.70888,237.7031,241.33945,243.85959,246.37973,253.33987,257.3341,260.97046,264.9647,269.4562,273.94772,277.58408,280.10422,284.59573,288.58997,291.1101,294.11865, 
[IMOBIO+TimesNewRomanPSMT]|||8.0|||348.22446|||54.00167|||applicability in today's high-performance processors. |||247.00747680664062|||8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,|||54.00167,57.991455,62.47852,66.96558,69.481285,71.99699,75.98677,79.976555,84.463615,86.97932,89.49502,92.01072,94.52642,99.01348,101.26723,103.78293,108.26999,110.523735,113.03944,117.5265,122.01356,126.00334,130.4904,132.13586,135.63725,137.89099,142.37805,144.89375,149.38081,153.86787,156.87198,161.35904,165.34882,168.35292,171.35703,175.84409,178.84819,185.85718,189.84695,194.33401,198.32379,202.31357,204.5673,209.05437,212.05847,216.54553,220.53531,224.52509,228.02647,231.52786,236.01492,239.01903,242.52042,244.78748, 
[IMOBIN+TimesNewRomanPS-BoldMT]|||8.0|||364.30615|||54.00167|||Original paper: http://dx.doi.org/10.1145/77726.255176  |||269.9054870605469|||8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,|||54.00167,60.961815,64.95604,67.47618,71.96768,74.48782,79.47661,83.96811,86.48825,88.73756,93.72634,98.21784,103.20663,107.20085,111.195076,114.20362,116.45293,121.44171,124.45026,127.4588,132.44759,135.45613,137.97627,140.49641,145.4852,149.9767,152.2482,157.23698,161.72849,164.24863,166.52013,171.01163,175.00586,179.49736,182.0175,186.509,191.0005,193.272,197.7635,202.255,206.7465,211.238,213.75815,218.24965,222.74115,227.23265,231.72415,236.21565,238.48715,242.97865,247.47015,251.96165,256.45316,260.94467,265.4362,267.6855, 
[IMOBIN+TimesNewRomanPS-BoldMT]|||12.0|||381.6|||54.0|||Categories and Subject Descriptors |||237.1927032470703|||12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,8.0,|||54.0,62.664,68.664,72.66,77.98801,83.98801,89.98801,95.31601,98.65201,103.98001,108.64801,111.64801,117.64801,124.32001,130.992,133.992,140.664,147.336,154.008,158.004,163.332,168.66,172.656,175.656,184.32,189.64801,194.31601,199.64401,204.97202,208.30801,214.98001,218.97601,224.97601,230.30402,234.9727, 
[IMOBIO+TimesNewRomanPSMT]|||8.0|||392.63785|||53.998306|||B.3.2.[Design Styles]: Cache Memories, Shared Memory. |||265.6371765136719|||8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,|||53.998306,59.96833,62.235394,66.72246,68.989525,73.476585,75.74365,78.74776,85.21329,89.210175,92.718666,95.24148,99.73565,104.7271,106.98173,111.973175,114.98438,119.47855,122.001366,125.99825,129.50494,132.51349,135.03363,137.28471,143.25919,147.25342,151.24765,155.73915,159.73337,161.98445,169.98357,173.97778,180.93793,185.42943,188.43797,190.95811,194.95233,198.45816,200.72966,202.98074,207.96953,212.46103,216.45526,219.4638,223.45804,227.94954,230.20062,238.19974,242.19397,249.15411,253.64561,256.65414,261.14566,263.41718, 
[IMOBIO+TimesNewRomanPSMT]|||8.0|||402.95642|||53.9983|||D.3.4 [Processors]: Compilers, Code Generation. |||235.6333770751953|||8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,|||53.9983,60.464714,62.73977,67.234825,69.50988,74.00494,76.25868,79.24414,84.726654,88.726204,93.22304,97.22259,101.22214,104.73329,108.244446,112.74128,116.74083,120.22534,123.233,125.75226,128.00334,133.97691,138.46753,145.42679,149.9174,152.43666,154.95592,158.94925,161.95691,165.46185,167.73247,169.98355,175.95712,180.44774,184.93835,188.93169,191.18277,197.64474,201.63808,206.1287,210.12202,213.12968,217.12302,219.64227,222.16153,226.65215,231.14276,233.41338, 
